f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190
0.062155,0.026547,0.034585,0.016562,0.017522,0.04681,0.124593,0.532575,1.07583,1.04811,0.045148,0.169214,0.592902,1.12266,1.05948,0.063431,0.195402,0.893743,1.62477,1.28373,0.057602,0.18839,0.914256,1.61024,1.28812,0.114456,0.186662,0.597317,1.12093,1.24722,0.098672,0.203766,0.737374,1.21261,0.948595,0.0941635,0.195525,0.633973,1.12604,1.24182,0.0694375,0.220773,0.769066,1.22735,0.950715,0.062083,0.033309,0.048602,0.034299,0.015396,0.044224,0.140662,0.685988,1.4169,1.29858,0.042574,0.175354,0.729011,1.44081,1.31616,0.058656,0.189953,0.774574,1.31847,1.06082,0.05583,0.173045,0.770794,1.30104,1.04258,0.108767,0.199329,0.597272,1.07622,1.22764,0.105602,0.222147,0.728536,1.23334,0.965839,0.12518,0.200251,0.567053,1.11956,1.18758,0.126075,0.216976,0.728613,1.2286,0.908248
0.053987,0.03708,0.034018,0.013484,0.021386,0.052526,0.171851,0.543408,1.16441,1.31852,0.063676,0.237116,0.584646,1.26237,1.31678,0.072589,0.243485,0.868916,1.75645,1.58403,0.069958,0.288141,0.89919,1.64212,1.57935,0.148277,0.175346,0.402335,1.15138,1.32545,0.150017,0.373788,0.854087,1.43647,1.11296,0.13902,0.215887,0.423456,1.13896,1.25612,0.118488,0.367307,0.843077,1.43977,1.08475,0.056076,0.040012,0.047397,0.032336,0.019765,0.051582,0.186527,0.69615,1.56179,1.62758,0.065398,0.253777,0.722133,1.61067,1.62168,0.062444,0.237725,0.753827,1.41169,1.30162,0.0612,0.269955,0.790595,1.37512,1.30809,0.130029,0.190745,0.462683,1.15988,1.33228,0.109555,0.397877,0.895294,1.48439,1.17314,0.113942,0.196813,0.452639,1.14154,1.31143,0.126562,0.3634,0.87065,1.45589,1.17373
0.059439,0.035048,0.045351,0.009722,0.017028,0.057855,0.26897,0.700714,0.755851,1.00825,0.066401,0.289481,0.746068,0.732962,1.00557,0.069641,0.375698,1.08904,1.05227,1.15805,0.071623,0.401456,1.15339,1.09404,1.14399,0.0851532,0.279562,0.811233,0.662946,0.913467,0.147964,0.391514,0.979288,1.04515,0.753165,0.123184,0.316401,0.850054,0.67422,0.891482,0.125845,0.420915,1.01786,1.03148,0.749018,0.079645,0.043173,0.068414,0.024246,0.01299,0.060241,0.307114,0.857951,0.940957,1.2188,0.072893,0.331152,0.905145,0.912495,1.22476,0.064499,0.33865,0.941651,0.85954,0.969485,0.069467,0.356782,0.92781,0.898552,0.96265,0.111831,0.282648,0.874112,0.696534,0.933707,0.114588,0.347371,0.954082,1.10696,0.721564,0.103786,0.308543,0.846812,0.675758,0.917901,0.093922,0.376783,0.946236,1.07946,0.776611
0.028596,0.035033,0.056056,0.012952,0.012088,0.052331,0.193997,0.837736,0.779522,0.743934,0.055123,0.262793,0.865797,0.818223,0.748551,0.052638,0.307162,1.32827,1.19835,0.899586,0.060988,0.316246,1.1961,1.18644,0.910067,0.111274,0.223914,0.956612,0.854703,0.753965,0.0981138,0.368614,0.907308,0.841308,0.725015,0.0780907,0.212209,0.957938,0.877538,0.730614,0.0986734,0.424142,0.911356,0.846193,0.741788,0.035307,0.044881,0.078235,0.026838,0.010565,0.054599,0.235774,1.0389,1.03813,0.896745,0.058241,0.300956,1.06126,1.06226,0.9104,0.052389,0.272555,1.16217,0.986772,0.737744,0.065479,0.303645,1.1413,0.965819,0.724615,0.118566,0.234897,0.978439,0.839081,0.771466,0.106519,0.392585,0.927095,0.811942,0.783749,0.0856106,0.228234,0.970172,0.848773,0.752748,0.0983409,0.405578,0.928356,0.798753,0.761808
0.077874,0.059736,0.022146,0.011602,0.018858,0.087581,0.234873,0.508768,0.736507,1.07904,0.098433,0.287358,0.507722,0.757498,1.07994,0.099572,0.341909,0.775492,1.12109,1.2375,0.103903,0.32636,0.801571,1.10225,1.23282,0.0912744,0.365455,0.480365,0.691042,0.896111,0.126502,0.400841,0.75788,0.86491,0.986393,0.0908397,0.333305,0.453446,0.709643,0.890262,0.102417,0.396908,0.684264,0.858375,1.00356,0.080053,0.063913,0.03487,0.028156,0.013695,0.083251,0.271787,0.645325,0.965944,1.3015,0.096415,0.319496,0.636637,0.976048,1.31301,0.095915,0.314052,0.662513,0.927774,1.03435,0.104742,0.317177,0.701273,0.934493,1.02286,0.107129,0.298356,0.449669,0.691618,0.896727,0.117395,0.325504,0.702891,0.848384,1.00351,0.120233,0.33103,0.427216,0.699987,0.909815,0.162421,0.389918,0.682797,0.862213,0.971125
0.143589,0.049011,0.028073,0.006958,0.013798,0.082899,0.282585,0.372186,0.551934,0.809995,0.076803,0.26696,0.42363,0.601197,0.816601,0.096232,0.350035,0.632908,0.855395,0.957151,0.093631,0.346095,0.605819,0.80543,0.96574,0.108032,0.337876,0.585706,0.696943,0.69863,0.0836601,0.298471,0.571858,0.892424,0.665892,0.0943006,0.348808,0.546362,0.690653,0.7436,0.100069,0.305345,0.545789,0.910064,0.698306,0.151024,0.057779,0.039319,0.01699,0.011073,0.091105,0.309108,0.465576,0.738485,0.998137,0.085724,0.295535,0.529734,0.767311,0.99972,0.093776,0.336756,0.550295,0.688001,0.800419,0.089489,0.335597,0.513004,0.662316,0.799918,0.130086,0.330814,0.567099,0.701714,0.729598,0.0939891,0.304208,0.610785,0.879683,0.681613,0.164014,0.370255,0.58063,0.689251,0.749556,0.141733,0.340655,0.538169,0.879885,0.690761
0.100092,0.035662,0.024591,0.013304,0.012845,0.082929,0.196662,0.337894,0.96057,0.855153,0.090854,0.257305,0.33042,0.974945,0.860074,0.082919,0.30156,0.507865,1.3521,1.02725,0.085853,0.318636,0.503075,1.42794,1.02731,0.124803,0.29207,0.461097,0.900501,0.660726,0.114809,0.354387,0.494799,1.17343,0.993198,0.13179,0.31821,0.39748,0.920233,0.654853,0.119152,0.401838,0.511668,1.20486,0.977478,0.111102,0.053889,0.033396,0.024673,0.012856,0.086351,0.219751,0.408317,1.21786,1.04846,0.091182,0.279646,0.408589,1.22823,1.04189,0.087229,0.277511,0.441236,1.11717,0.844528,0.081549,0.285739,0.452643,1.12125,0.852845,0.162192,0.25747,0.410279,0.933571,0.650194,0.114826,0.397329,0.513104,1.2413,0.949959,0.154229,0.275483,0.417227,0.982004,0.652207,0.149252,0.421803,0.481828,1.18808,0.949594
0.353055,0.098644,0.035164,0.009005,0.013061,0.256147,0.428076,0.526954,0.848856,0.721447,0.252234,0.504742,0.541811,0.844634,0.722332,0.283924,0.597345,0.822826,1.24388,0.794472,0.260691,0.581316,0.809172,1.18812,0.763803,0.327441,0.524442,0.688186,0.849312,0.622575,0.278538,0.58431,0.582458,0.846549,0.941025,0.313472,0.493228,0.679985,0.801523,0.648857,0.291654,0.611236,0.608953,0.850218,0.955893,0.342176,0.108675,0.048281,0.028777,0.008248,0.244797,0.469896,0.645929,1.11042,0.864178,0.254288,0.543329,0.668819,1.10053,0.85239,0.29176,0.573888,0.721868,1.0199,0.667344,0.28063,0.576417,0.710842,1.03013,0.678854,0.332959,0.535594,0.600731,0.78609,0.604006,0.284068,0.575988,0.598785,0.860319,1.01041,0.328974,0.530998,0.614938,0.864955,0.618615,0.315119,0.620065,0.579689,0.893511,0.984531
0.106664,0.01169,0.015083,0.007105,0.010869,0.051651,0.076816,0.295039,0.487541,0.634954,0.038664,0.07453,0.259259,0.501436,0.627023,0.048721,0.118669,0.430776,0.697756,0.717315,0.043918,0.092124,0.410734,0.698751,0.718069,0.115598,0.174024,0.464884,0.410549,0.770746,0.0920259,0.120379,0.267755,0.771943,0.697156,0.135853,0.201448,0.420637,0.376995,0.755978,0.103054,0.12322,0.200921,0.72274,0.692727,0.059439,0.015967,0.023222,0.015256,0.007714,0.047129,0.081624,0.337955,0.617457,0.754847,0.043673,0.091371,0.326647,0.623991,0.756718,0.036466,0.108301,0.383446,0.570503,0.596916,0.033788,0.082476,0.353115,0.574458,0.593907,0.0970932,0.21734,0.505746,0.320543,0.764435,0.132237,0.184538,0.234453,0.715951,0.649294,0.0857761,0.193638,0.477367,0.287437,0.703728,0.11615,0.122729,0.247109,0.726572,0.674407
0.11718,0.167115,0.078999,0.015153,0.013222,0.246362,0.926336,1.27878,1.03535,0.711536,0.249463,0.940667,1.2752,1.03413,0.695011,0.280743,1.21308,2.01974,1.60195,0.773625,0.290597,1.16999,1.98105,1.65156,0.793403,0.312438,1.10525,1.53578,1.07955,0.956477,0.318619,0.985373,1.29571,1.13771,0.651877,0.311748,1.12906,1.53859,1.05149,0.984612,0.316762,0.991637,1.31288,1.11935,0.600515,0.127267,0.198928,0.113576,0.04112,0.007386,0.260063,1.00845,1.56729,1.33932,0.858142,0.258776,1.01959,1.58427,1.32903,0.845295,0.275961,1.16581,1.7404,1.32266,0.645461,0.285789,1.1054,1.6897,1.3374,0.656294,0.298729,1.13471,1.56244,1.0748,1.07076,0.312774,0.987762,1.33677,1.1308,0.664108,0.281155,1.1009,1.58082,1.06048,1.01986,0.303667,0.971205,1.32265,1.09002,0.682224
0.176491,0.096337,0.049774,0.017569,0.010952,0.160599,0.632317,0.908179,1.52936,0.653307,0.134689,0.6004,0.791127,1.51,0.64104,0.170315,0.836672,1.31411,2.19525,0.742812,0.156692,0.736645,1.31629,2.19052,0.745954,0.190991,0.768613,1.24987,1.48022,0.79671,0.153422,0.568913,0.754868,1.42273,0.520852,0.213814,0.78406,1.23012,1.4777,0.760055,0.1575,0.589727,0.77436,1.41282,0.513317,0.148186,0.116483,0.069627,0.047452,0.008384,0.16737,0.672096,1.09522,1.95745,0.779306,0.139334,0.667423,0.99179,1.93582,0.77644,0.174105,0.789669,1.14502,1.80069,0.622142,0.16271,0.734473,1.16122,1.82149,0.619611,0.22573,0.774944,1.2253,1.50777,0.771695,0.155069,0.596561,0.76258,1.42598,0.497878,0.243925,0.805528,1.21439,1.44533,0.787701,0.162735,0.566517,0.73015,1.40251,0.501724
0.195364,0.084886,0.075983,0.005697,0.007422,0.172197,0.704469,1.13985,0.57596,0.475795,0.155336,0.727985,1.12621,0.552171,0.476007,0.199343,1.01519,1.72779,0.809309,0.582155,0.177384,0.921036,1.61155,0.780609,0.58522,0.23306,0.865826,1.41771,0.670464,0.647461,0.167201,0.717247,1.08059,0.597304,0.438341,0.194965,0.89659,1.45762,0.667136,0.653761,0.191842,0.715175,1.06755,0.571042,0.428398,0.176373,0.107509,0.116435,0.018709,0.008324,0.171604,0.773525,1.3396,0.735048,0.598047,0.165923,0.82205,1.34235,0.725805,0.614357,0.200274,0.929737,1.54734,0.671464,0.512805,0.187845,0.852888,1.46823,0.683581,0.496268,0.21619,0.895371,1.40188,0.70428,0.669597,0.177051,0.684208,1.04872,0.595196,0.43696,0.232598,0.853561,1.46012,0.666344,0.665261,0.172618,0.723723,1.08751,0.58734,0.397159
0.291779,0.066922,0.047543,0.015656,0.006524,0.231027,0.388713,0.831989,1.15548,0.443219,0.169854,0.340632,0.721062,1.08404,0.440343,0.260896,0.505768,1.21077,1.66397,0.538409,0.200719,0.432736,1.21968,1.71915,0.541775,0.304469,0.447278,1.16586,1.34544,0.584474,0.140589,0.248889,0.512351,0.842728,0.477794,0.41959,0.648093,1.18505,1.35762,0.578573,0.27247,0.347413,0.62576,0.904315,0.476814,0.285241,0.080883,0.06998,0.040213,0.007109,0.240481,0.410425,0.985117,1.44757,0.552455,0.186012,0.379553,0.899309,1.40457,0.553751,0.275604,0.473228,1.04668,1.36523,0.450134,0.224483,0.3957,1.02736,1.38908,0.450912,0.407581,0.602238,1.16764,1.36135,0.573342,0.212456,0.319172,0.557269,0.906452,0.478462,0.319629,0.499027,1.19305,1.37962,0.575654,0.199353,0.279404,0.598124,0.927148,0.462851
0.202585,0.077446,0.054328,0.012144,0.01282,0.158469,0.61273,0.866352,0.854622,0.737299,0.120233,0.554337,0.799268,0.826945,0.725312,0.17596,0.805871,1.26013,1.23907,0.827794,0.146421,0.733167,1.13545,1.24956,0.840421,0.22304,0.784702,1.13581,1.05323,0.717301,0.162549,0.500611,0.677359,0.559495,0.807989,0.219059,0.800707,1.10347,1.12114,0.666496,0.135743,0.478908,0.675239,0.576113,0.769076,0.197037,0.099016,0.079607,0.02704,0.009411,0.161239,0.646599,0.988363,1.07096,0.887525,0.128996,0.616979,0.961272,1.05326,0.87145,0.168324,0.747389,1.11828,0.999505,0.689918,0.141706,0.679339,1.05644,1.00087,0.703456,0.277115,0.817827,1.0822,1.07787,0.697753,0.152924,0.488779,0.676481,0.544274,0.802217,0.220896,0.765598,1.0895,1.06353,0.69778,0.128692,0.446672,0.660771,0.574713,0.799048
0.135028,0.071816,0.024192,0.007953,0.010918,0.15627,0.472752,0.491782,0.683079,0.597572,0.120806,0.33098,0.407197,0.646084,0.613744,0.169978,0.558837,0.706658,0.940695,0.692585,0.135768,0.425761,0.674979,0.944952,0.68099,0.233744,0.694163,0.768232,1.05259,0.824205,0.128707,0.228739,0.307396,0.371152,0.510706,0.250666,0.695895,0.802652,1.10122,0.8479,0.159016,0.253723,0.309949,0.386257,0.499483,0.148002,0.090763,0.036843,0.019927,0.006254,0.155585,0.464819,0.559838,0.815758,0.689432,0.124786,0.348768,0.510405,0.812851,0.733246,0.1714,0.511775,0.594952,0.749617,0.581842,0.148662,0.416069,0.573626,0.735058,0.536153,0.227439,0.671249,0.777596,1.09836,0.829712,0.131624,0.199534,0.292902,0.372541,0.531901,0.224519,0.679663,0.758829,1.0895,0.822006,0.140831,0.275861,0.254189,0.373793,0.490196
0.080196,0.041733,0.012312,0.006558,0.012028,0.065506,0.290198,0.241495,0.641708,0.668518,0.059459,0.178198,0.190201,0.575788,0.671332,0.070494,0.326504,0.338786,0.847716,0.780899,0.067203,0.279472,0.31664,0.903157,0.773532,0.118738,0.411506,0.428009,0.863405,0.843623,0.0780007,0.194713,0.26207,0.725637,0.438857,0.102097,0.38978,0.415596,0.880949,0.845475,0.0714397,0.156191,0.262171,0.704477,0.438062,0.096984,0.05086,0.017971,0.017342,0.009099,0.066991,0.288343,0.264307,0.75934,0.801349,0.06099,0.20561,0.238303,0.723471,0.828535,0.079947,0.292464,0.285054,0.678027,0.65137,0.076453,0.264015,0.26123,0.708342,0.624148,0.147145,0.446227,0.441841,0.942931,0.808325,0.0937511,0.176054,0.233845,0.71861,0.42533,0.128257,0.415251,0.424696,0.854044,0.797041,0.105834,0.197352,0.222541,0.724633,0.415275
0.104487,0.066949,0.060145,0.014803,0.016342,0.151122,0.427319,1.06108,1.06561,0.881907,0.112466,0.331481,0.980593,1.01381,0.884363,0.17735,0.544492,1.61523,1.56759,1.00232,0.133394,0.426413,1.54792,1.60296,0.996936,0.245156,0.679827,1.46736,1.46985,0.926017,0.112561,0.274526,0.741247,0.743102,0.724925,0.210455,0.673078,1.44452,1.41269,0.948211,0.0978514,0.250753,0.69346,0.723702,0.729649,0.110063,0.079947,0.086953,0.037274,0.010364,0.15331,0.437963,1.28979,1.35943,1.05353,0.125914,0.369637,1.22531,1.33811,1.0804,0.172253,0.503381,1.40787,1.28972,0.847656,0.13603,0.404982,1.34974,1.29008,0.820702,0.181807,0.657681,1.51489,1.45056,0.953177,0.0953517,0.269009,0.787536,0.735343,0.711615,0.235324,0.63173,1.4638,1.41628,0.985603,0.130085,0.218977,0.748673,0.741684,0.714769
0.09122,0.050638,0.022674,0.010441,0.015539,0.125659,0.375206,0.385533,0.72186,0.907466,0.084957,0.264709,0.372129,0.747688,0.906622,0.148923,0.473207,0.587128,1.10536,1.0506,0.097129,0.33267,0.555933,1.03733,1.04769,0.205037,0.600417,0.606822,1.05128,1.24016,0.112447,0.262584,0.473876,0.65399,0.654922,0.235186,0.602684,0.569976,1.01973,1.23178,0.0854144,0.253516,0.416376,0.662965,0.616152,0.131089,0.06731,0.032874,0.023979,0.010791,0.128592,0.360453,0.453748,0.94977,1.09517,0.093129,0.303646,0.459038,0.987183,1.12037,0.15391,0.422957,0.515545,0.908914,0.886174,0.105105,0.314443,0.4798,0.858812,0.854533,0.217033,0.602418,0.604743,1.05306,1.20856,0.0964724,0.23063,0.442874,0.666377,0.606625,0.20052,0.631577,0.579347,1.02185,1.21704,0.111078,0.251163,0.460897,0.637611,0.595935
0.095378,0.031755,0.033981,0.007808,0.015744,0.074763,0.247663,0.537258,0.760508,0.870105,0.042897,0.149069,0.481211,0.697554,0.861411,0.08616,0.286453,0.772728,1.04888,0.967906,0.049497,0.212145,0.736888,1.08665,0.966061,0.116056,0.386458,0.78406,1.04178,0.994375,0.094526,0.221966,0.432133,0.583627,0.595673,0.221055,0.460152,0.727957,1.04755,1.02753,0.133654,0.223235,0.437433,0.591474,0.601397,0.087951,0.04179,0.048188,0.022804,0.010348,0.075356,0.242328,0.621099,0.937989,1.05041,0.049067,0.165842,0.595119,0.922832,1.05771,0.074299,0.249764,0.69474,0.858046,0.812769,0.052463,0.20316,0.648292,0.86,0.80557,0.115509,0.48717,0.746741,1.09171,0.982604,0.122058,0.247767,0.346918,0.541848,0.587407,0.146246,0.354828,0.776114,1.09003,0.963322,0.10835,0.251753,0.403762,0.5559,0.568266
