f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190
0.057863,0.023184,0.031558,0.016147,0.00973,0.046642,0.131226,0.572955,1.13776,0.534432,0.045131,0.173813,0.610176,1.17983,0.57113,0.057514,0.203278,0.880036,1.65143,0.664283,0.053714,0.197635,0.909654,1.66673,0.625376,0.0840863,0.2343,0.598312,1.15525,0.92537,0.0902103,0.265677,0.713749,1.22514,0.456841,0.103095,0.183922,0.591828,1.1653,0.903543,0.130635,0.264824,0.763128,1.23747,0.447848,0.054335,0.031041,0.046295,0.030595,0.006781,0.048423,0.145607,0.713167,1.44775,0.622407,0.046142,0.186383,0.735705,1.46562,0.667028,0.057041,0.191463,0.759323,1.30477,0.51761,0.052909,0.180868,0.769494,1.29041,0.47016,0.104221,0.189029,0.559834,1.17676,0.9378,0.116291,0.2106,0.706999,1.23231,0.437672,0.0808354,0.180989,0.593587,1.14635,0.943641,0.0905083,0.28495,0.764822,1.21775,0.465422
0.051324,0.033378,0.03137,0.015492,0.010896,0.050853,0.176775,0.518964,1.33688,0.645699,0.06408,0.240555,0.560459,1.4066,0.649466,0.065809,0.25191,0.782359,1.92852,0.753916,0.069608,0.297277,0.807,1.81425,0.753501,0.0891562,0.16068,0.394812,1.291,0.771316,0.0970907,0.370918,0.781215,1.44171,0.734147,0.0902965,0.14314,0.403243,1.29582,0.767375,0.10643,0.383761,0.785955,1.43533,0.72858,0.049692,0.036943,0.042602,0.032913,0.008204,0.053603,0.20798,0.659638,1.70422,0.778059,0.066893,0.260687,0.678935,1.73869,0.763638,0.058255,0.231702,0.67202,1.47657,0.589957,0.065161,0.272101,0.712387,1.45445,0.606382,0.0977708,0.163309,0.396518,1.26683,0.726122,0.132728,0.385535,0.818315,1.42732,0.753749,0.0828245,0.148796,0.393438,1.23726,0.721346,0.086732,0.353967,0.762919,1.40531,0.726817
0.054115,0.034154,0.029919,0.010748,0.011378,0.058184,0.350716,0.624336,0.808085,0.640792,0.06641,0.38613,0.656596,0.80205,0.645854,0.074204,0.481529,0.940544,1.08068,0.721936,0.078608,0.510271,1.02036,1.09638,0.713353,0.107091,0.359808,0.689973,0.665303,0.611425,0.0916783,0.447768,0.8795,0.928443,0.496142,0.0849319,0.36577,0.70258,0.687228,0.645623,0.138958,0.446057,0.902085,0.922717,0.47727,0.070386,0.046671,0.050855,0.018159,0.005617,0.063477,0.407712,0.773599,1.02394,0.762135,0.075192,0.433925,0.79265,1.00124,0.76465,0.073791,0.444302,0.815276,0.863673,0.581546,0.076218,0.46137,0.82753,0.892054,0.576516,0.137995,0.373177,0.67604,0.712249,0.605921,0.144536,0.47564,0.903734,0.950625,0.518357,0.124094,0.395495,0.679252,0.690686,0.630007,0.113912,0.480578,0.890259,0.911145,0.496391
0.029241,0.03138,0.04459,0.010479,0.007022,0.054146,0.252779,0.724377,0.764272,0.395789,0.057116,0.312323,0.752273,0.797255,0.409187,0.058438,0.37211,1.09087,1.13103,0.467247,0.066099,0.35955,1.01304,1.10797,0.460154,0.0803977,0.305168,0.733663,0.711471,0.603969,0.107517,0.38295,0.802258,0.747689,0.406924,0.100548,0.303103,0.787257,0.733727,0.610708,0.121755,0.392445,0.809295,0.743833,0.374603,0.03252,0.042427,0.062057,0.022266,0.004313,0.055974,0.288596,0.867631,0.975967,0.466107,0.062598,0.339756,0.878958,0.99366,0.481685,0.053272,0.330754,0.932076,0.885332,0.372696,0.065465,0.342186,0.930315,0.870305,0.355102,0.0838954,0.288393,0.756513,0.758545,0.580819,0.131021,0.386262,0.757443,0.728635,0.421603,0.0956016,0.287246,0.759489,0.729809,0.61213,0.1276,0.418864,0.813368,0.75884,0.423398
0.076373,0.051281,0.022461,0.010126,0.01363,0.084469,0.220026,0.615907,0.650177,0.789901,0.090191,0.261437,0.622332,0.659862,0.807537,0.100396,0.310652,0.910574,0.91712,0.885943,0.10074,0.296467,0.941533,0.908022,0.869159,0.153933,0.337213,0.464489,0.695766,0.731841,0.151897,0.285439,0.801361,0.622194,0.820696,0.100561,0.303286,0.498503,0.669618,0.732977,0.143507,0.381784,0.827012,0.618762,0.694464,0.071761,0.057872,0.03753,0.018102,0.007392,0.089451,0.2378,0.765779,0.813497,0.945185,0.101667,0.286707,0.753258,0.817296,0.943123,0.094645,0.283443,0.76555,0.716538,0.719985,0.104089,0.28768,0.81198,0.717376,0.720312,0.265417,0.270367,0.54241,0.792347,0.848248,0.216711,0.395527,0.839836,0.620563,0.669689,0.132014,0.310179,0.453158,0.672267,0.73938,0.159118,0.356431,0.781984,0.566505,0.701867
0.142758,0.044808,0.022692,0.008213,0.010545,0.077681,0.27447,0.338782,0.672373,0.619109,0.07701,0.270903,0.40061,0.708994,0.640488,0.094739,0.341719,0.572514,0.95298,0.700281,0.091769,0.337161,0.530607,0.942393,0.685587,0.122405,0.311121,0.571043,0.607226,0.482128,0.0998007,0.265776,0.512126,0.887864,0.544907,0.113505,0.326349,0.568611,0.642911,0.493712,0.107272,0.255854,0.469088,0.926148,0.549881,0.138811,0.053306,0.033088,0.014509,0.005778,0.085008,0.299344,0.416069,0.868019,0.732202,0.079599,0.292236,0.475036,0.881657,0.738147,0.091762,0.323023,0.488843,0.752867,0.558985,0.087515,0.323671,0.448699,0.748238,0.556158,0.142148,0.360685,0.591056,0.627147,0.484893,0.122904,0.330218,0.567499,0.916901,0.509115,0.112126,0.349772,0.574989,0.636816,0.495947,0.134461,0.35858,0.51169,0.906343,0.570313
0.090934,0.031668,0.021642,0.01275,0.009935,0.068837,0.184755,0.320032,1.16689,0.572821,0.081193,0.237888,0.331517,1.1806,0.584447,0.073024,0.263858,0.464234,1.61864,0.626753,0.083586,0.28722,0.472435,1.64722,0.63087,0.13523,0.274097,0.399463,1.08141,0.407492,0.13751,0.290344,0.597999,1.06304,0.830308,0.0852972,0.247248,0.410603,1.08792,0.382879,0.096756,0.32189,0.522509,1.07743,0.779676,0.095127,0.048282,0.029309,0.025387,0.006364,0.072254,0.204059,0.389808,1.46578,0.704975,0.080138,0.256707,0.388728,1.4562,0.692825,0.081729,0.260863,0.394321,1.26582,0.513867,0.078157,0.257072,0.422451,1.27713,0.537569,0.15202,0.281211,0.470402,1.17165,0.365933,0.131446,0.373246,0.540943,1.1257,0.857946,0.0970319,0.255333,0.440521,1.07529,0.384352,0.125103,0.347464,0.543752,1.15267,0.838947
0.336837,0.08333,0.02882,0.006887,0.012841,0.243429,0.400586,0.521395,0.664971,0.73129,0.24555,0.481781,0.519982,0.677047,0.723425,0.275299,0.558331,0.779391,0.999001,0.76941,0.250566,0.532276,0.778329,0.909979,0.773222,0.284777,0.464133,0.60395,0.647087,0.711878,0.294792,0.529761,0.529597,0.640082,0.83385,0.286934,0.456952,0.603627,0.684433,0.674412,0.276749,0.541544,0.558749,0.671873,0.846417,0.308353,0.094702,0.04052,0.021452,0.006193,0.238683,0.429052,0.629741,0.874239,0.86816,0.250727,0.503642,0.623604,0.874701,0.829846,0.275999,0.522739,0.670394,0.783519,0.626661,0.265915,0.520535,0.675064,0.784161,0.664521,0.298458,0.43303,0.609071,0.6664,0.702426,0.278932,0.591084,0.553154,0.654359,0.82293,0.264391,0.457183,0.597919,0.670125,0.659137,0.261137,0.549624,0.555763,0.697791,0.827007
0.103674,0.009067,0.014114,0.005867,0.009431,0.03931,0.095387,0.306253,0.532681,0.519597,0.036031,0.089087,0.287576,0.54298,0.541352,0.045938,0.137419,0.456567,0.72553,0.601278,0.049696,0.104002,0.44368,0.719435,0.586517,0.0867093,0.180714,0.534728,0.42153,0.666525,0.122801,0.13396,0.299689,0.797677,0.568569,0.120383,0.201604,0.478731,0.367262,0.683674,0.0698176,0.202572,0.259708,0.799652,0.591599,0.053592,0.01356,0.021985,0.012188,0.005515,0.040694,0.103978,0.36915,0.680275,0.612215,0.033596,0.095566,0.351426,0.665727,0.637946,0.044983,0.123715,0.381535,0.575639,0.487566,0.059334,0.094655,0.375701,0.596722,0.464993,0.36753,0.434169,0.723542,0.638677,0.592327,0.203407,0.174719,0.326854,0.75971,0.56951,0.0791908,0.221665,0.434894,0.397971,0.743714,0.0697174,0.145018,0.288883,0.733349,0.565951
0.117362,0.148233,0.070599,0.009241,0.011804,0.264734,0.890854,1.24886,0.634058,0.637495,0.264923,0.942256,1.26412,0.643672,0.641487,0.298581,1.19368,1.88746,0.949833,0.706181,0.303062,1.13447,1.88575,1.00866,0.694957,0.305899,1.08096,1.39241,0.728467,0.934214,0.297292,0.952465,1.26148,0.698025,0.634185,0.322785,1.0798,1.41601,0.694685,0.877262,0.307476,0.961852,1.32928,0.706049,0.638617,0.123212,0.180084,0.101305,0.021822,0.006326,0.273047,0.976085,1.5219,0.812663,0.747101,0.266791,1.01745,1.51945,0.809215,0.743497,0.296692,1.12807,1.62448,0.776278,0.560782,0.298705,1.0678,1.61584,0.782445,0.564067,0.355853,1.11771,1.40161,0.787842,0.978263,0.3441,0.942704,1.32109,0.70977,0.641309,0.383425,1.07865,1.37829,0.812275,1.06934,0.309708,0.994519,1.32681,0.702417,0.636581
0.17401,0.089903,0.040826,0.012933,0.009259,0.160034,0.615737,0.93005,1.29659,0.520927,0.130095,0.621005,0.832577,1.29807,0.523638,0.184786,0.820533,1.36015,1.87676,0.580737,0.157079,0.719581,1.34926,1.85247,0.570451,0.244319,0.785644,1.26708,1.27192,0.758716,0.151844,0.552114,0.835147,1.12873,0.311332,0.370369,0.88382,1.4228,1.25399,0.923585,0.235385,0.588333,0.822911,1.23738,0.321114,0.145059,0.109252,0.063278,0.037397,0.005099,0.16242,0.66577,1.14566,1.64673,0.625855,0.134102,0.660561,1.04345,1.63563,0.623222,0.180156,0.770955,1.17151,1.49935,0.48639,0.162414,0.708522,1.18127,1.50882,0.482182,0.247966,0.766383,1.20988,1.199,0.695177,0.166663,0.581048,0.774686,1.12187,0.314417,0.33122,0.898981,1.35838,1.2853,0.814312,0.183826,0.560195,0.751823,1.16978,0.353508
0.185366,0.086517,0.05247,0.006248,0.004393,0.161979,0.831284,0.792371,0.597162,0.251228,0.152814,0.886242,0.80921,0.586377,0.2675,0.194909,1.16357,1.17669,0.840251,0.281595,0.174013,1.07706,1.11811,0.820223,0.270462,0.208239,1.02404,0.920617,0.768489,0.316334,0.182761,0.857612,0.822583,0.416951,0.405497,0.202492,1.02244,0.945054,0.754647,0.321634,0.18714,0.87089,0.839381,0.432971,0.385616,0.164693,0.116262,0.079382,0.015799,0.003675,0.168049,0.920695,0.928025,0.779343,0.304106,0.166824,0.961225,0.923384,0.776041,0.318241,0.192045,1.08006,1.03519,0.676839,0.25343,0.185547,1.00101,0.998856,0.675627,0.240648,0.200927,1.01366,0.888181,0.78761,0.26989,0.179951,0.877614,0.793687,0.424523,0.389858,0.212764,1.04148,0.922733,0.795799,0.291238,0.193653,0.841307,0.80809,0.422999,0.367916
0.294408,0.060981,0.040013,0.013178,0.004663,0.223415,0.395741,0.808164,0.941409,0.250305,0.174948,0.359238,0.718241,0.905132,0.254154,0.238056,0.516074,1.15116,1.37478,0.273761,0.19477,0.447963,1.16779,1.40158,0.276211,0.275845,0.543198,1.07407,1.14322,0.369515,0.12694,0.294905,0.531494,0.661004,0.386947,0.347384,0.546261,1.08005,1.12999,0.370275,0.188318,0.289095,0.536131,0.635259,0.385574,0.274817,0.073151,0.061875,0.032291,0.002846,0.230433,0.418342,0.958876,1.19403,0.28945,0.172257,0.387239,0.873274,1.17109,0.288818,0.26673,0.485874,0.994719,1.10953,0.219195,0.202504,0.417531,0.984724,1.11766,0.219977,0.305363,0.5513,1.12349,1.15102,0.365536,0.153371,0.258396,0.537292,0.720791,0.416974,0.319136,0.534887,1.11983,1.14631,0.337119,0.161246,0.290812,0.586655,0.665152,0.401204
0.2175,0.075272,0.04374,0.010125,0.009882,0.162425,0.710956,0.735761,0.775047,0.544854,0.136144,0.676331,0.693921,0.754537,0.543306,0.175026,0.92619,1.0661,1.09285,0.595597,0.149192,0.835225,0.977075,1.10978,0.587656,0.23412,0.897988,0.952664,0.875781,0.531788,0.149215,0.511988,0.542691,0.593893,0.565013,0.217091,0.914006,0.970498,0.898075,0.566776,0.134142,0.533954,0.544913,0.576343,0.541166,0.185524,0.100024,0.060434,0.020967,0.005879,0.161405,0.74894,0.848777,0.959764,0.632387,0.130291,0.721202,0.816044,0.944863,0.615643,0.170716,0.855081,0.911814,0.856317,0.462984,0.141054,0.765933,0.879033,0.861735,0.477208,0.21422,0.892233,0.957018,0.906951,0.590249,0.136379,0.491508,0.526628,0.579579,0.574126,0.227803,0.928005,0.966059,0.887062,0.552166,0.123448,0.524765,0.567379,0.592298,0.512827
0.130903,0.064504,0.021714,0.005541,0.01109,0.160904,0.444319,0.550199,0.637142,0.5962,0.122309,0.338635,0.477499,0.613633,0.608139,0.171595,0.519339,0.78555,0.883212,0.671673,0.129707,0.407153,0.754794,0.883358,0.6611,0.217441,0.611177,0.898289,0.970423,0.724495,0.11475,0.206866,0.234584,0.358976,0.439233,0.223668,0.6281,0.873007,1.03927,0.701025,0.12842,0.228449,0.256494,0.366843,0.461786,0.126802,0.080001,0.034083,0.015105,0.004469,0.161151,0.444088,0.604129,0.741734,0.667271,0.121826,0.344533,0.567758,0.743982,0.679281,0.173771,0.482874,0.640869,0.656102,0.528306,0.144976,0.396744,0.604739,0.646063,0.507932,0.250149,0.613673,0.863997,1.00836,0.705755,0.138414,0.22142,0.254751,0.389278,0.491697,0.240288,0.661014,0.867105,0.97206,0.72085,0.110793,0.253309,0.247,0.344776,0.447204
0.072846,0.039357,0.010478,0.007072,0.009654,0.064433,0.2678,0.239511,0.586504,0.53044,0.054101,0.180434,0.206381,0.552087,0.5426,0.079106,0.305159,0.342839,0.800841,0.598546,0.069997,0.25536,0.332788,0.824688,0.585458,0.111453,0.392986,0.377661,0.761709,0.561239,0.11882,0.199203,0.257933,0.617766,0.472601,0.127903,0.364626,0.369882,0.77169,0.547937,0.0929614,0.152046,0.237103,0.569371,0.467329,0.086892,0.045775,0.015594,0.015143,0.005799,0.066902,0.277326,0.268956,0.714384,0.621357,0.060583,0.191789,0.247212,0.689623,0.62732,0.074127,0.274091,0.275996,0.617659,0.473364,0.069767,0.240922,0.268317,0.637793,0.469033,0.100075,0.447317,0.398716,0.792654,0.595567,0.10816,0.155918,0.250808,0.643312,0.460281,0.110454,0.396348,0.441408,0.774943,0.575677,0.0870885,0.20849,0.264148,0.600086,0.471523
0.106211,0.059873,0.053949,0.010238,0.013043,0.154182,0.429099,1.03189,0.81938,0.721231,0.11676,0.359296,0.999564,0.799073,0.743484,0.175134,0.556831,1.57786,1.20678,0.839797,0.124987,0.449856,1.50999,1.22098,0.806924,0.283961,0.7131,1.42047,1.13007,0.728455,0.157519,0.311941,0.733242,0.582534,0.662606,0.226234,0.693383,1.48262,1.17339,0.716778,0.119873,0.277054,0.747718,0.580954,0.63076,0.104442,0.073434,0.079419,0.025495,0.007502,0.152112,0.447357,1.22751,1.03303,0.865223,0.122634,0.385568,1.20029,1.01898,0.868052,0.172823,0.514524,1.32901,0.953534,0.655492,0.134784,0.420377,1.26749,0.95374,0.653279,0.238922,0.659032,1.45753,1.1247,0.73146,0.153224,0.245904,0.733552,0.647882,0.649342,0.227613,0.719804,1.46486,1.15096,0.740735,0.101371,0.251317,0.703076,0.640116,0.63701
0.079912,0.045826,0.018684,0.010051,0.013506,0.128332,0.351814,0.367259,0.752872,0.734099,0.086544,0.285288,0.356679,0.77825,0.761959,0.139049,0.45119,0.547686,1.09568,0.853999,0.083146,0.336393,0.524839,1.04824,0.829966,0.218254,0.598579,0.555354,0.920806,0.990839,0.191284,0.251083,0.486093,0.598966,0.622469,0.227117,0.602939,0.588246,0.94091,1.0035,0.114752,0.252414,0.471023,0.610458,0.562436,0.109852,0.061212,0.028258,0.019794,0.006848,0.130158,0.359982,0.430206,0.942434,0.864748,0.08901,0.310165,0.421216,0.959994,0.890016,0.148722,0.419626,0.45558,0.838185,0.677989,0.094828,0.327504,0.448069,0.815926,0.65078,0.279531,0.567716,0.592264,0.939987,1.09196,0.113188,0.345482,0.400629,0.644063,0.589932,0.215117,0.583755,0.600978,0.922044,1.04585,0.147272,0.287793,0.446017,0.603392,0.590337
0.09255,0.031105,0.028418,0.007156,0.012872,0.071982,0.235767,0.489342,0.679874,0.727054,0.046267,0.164812,0.448593,0.659796,0.732787,0.083767,0.29097,0.705376,0.956804,0.822535,0.05093,0.229687,0.681512,0.973491,0.810368,0.164254,0.437893,0.723443,0.929306,0.73619,0.102383,0.216241,0.431267,0.53855,0.600475,0.116488,0.377138,0.677298,0.916559,0.721165,0.097153,0.221645,0.372832,0.510392,0.557325,0.078898,0.036746,0.040688,0.018266,0.007779,0.06872,0.250901,0.578858,0.84135,0.872023,0.050374,0.182256,0.537387,0.828441,0.860874,0.080276,0.269232,0.605913,0.742688,0.648479,0.054275,0.223772,0.594012,0.74823,0.660033,0.124663,0.50552,0.731766,1.04969,0.734319,0.0949634,0.230129,0.350167,0.4714,0.56825,0.13187,0.433083,0.703411,0.959449,0.788703,0.0970144,0.194224,0.382002,0.471466,0.580674
