f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190
0.058754,0.027517,0.03603,0.019044,0.011796,0.051077,0.124998,0.549573,1.09994,0.519389,0.047259,0.169016,0.589228,1.14952,0.551546,0.057423,0.200365,0.879152,1.62591,0.63988,0.053246,0.19247,0.906544,1.63364,0.605149,0.107518,0.184291,0.56271,1.17698,0.929592,0.0870393,0.255017,0.730822,1.22078,0.464402,0.0623421,0.192437,0.566614,1.15866,0.932229,0.0830396,0.198026,0.749329,1.20859,0.436601,0.056491,0.033542,0.048539,0.030458,0.005884,0.053422,0.150147,0.706773,1.44687,0.641213,0.053744,0.191493,0.732134,1.48751,0.710194,0.055013,0.191899,0.770336,1.32779,0.535058,0.048554,0.173317,0.769423,1.29209,0.462973,0.0911189,0.177366,0.60146,1.17231,0.905974,0.115891,0.229489,0.72094,1.19871,0.491363,0.093819,0.20285,0.568572,1.16402,0.947968,0.074252,0.203006,0.696428,1.23675,0.453871
0.056038,0.039617,0.034996,0.018183,0.012404,0.050607,0.173521,0.489687,1.28581,0.616468,0.06477,0.240338,0.538661,1.37082,0.621573,0.067155,0.258171,0.784699,1.89415,0.732264,0.06736,0.296458,0.805964,1.76677,0.72681,0.0987018,0.187225,0.414966,1.26206,0.723795,0.103828,0.416514,0.83291,1.40568,0.740993,0.0704034,0.142622,0.378111,1.27628,0.754696,0.109291,0.363696,0.793632,1.42385,0.716207,0.05358,0.039242,0.044603,0.032509,0.007587,0.051723,0.208802,0.647055,1.70301,0.768771,0.066676,0.265239,0.664632,1.77546,0.766384,0.060512,0.233766,0.68265,1.50218,0.593393,0.065783,0.272453,0.721198,1.44729,0.597841,0.0943414,0.17484,0.382844,1.27287,0.768338,0.129187,0.343237,0.737893,1.39611,0.750242,0.0848374,0.155643,0.401025,1.28327,0.738491,0.0996941,0.325773,0.794174,1.44849,0.735337
0.054108,0.041497,0.036145,0.012293,0.013388,0.06347,0.348965,0.605345,0.792954,0.619016,0.067913,0.380135,0.632595,0.788745,0.623516,0.076717,0.483108,0.935702,1.07083,0.705753,0.078842,0.512459,1.01789,1.08579,0.694977,0.15663,0.395476,0.676568,0.714944,0.632251,0.128329,0.441916,0.853378,0.970303,0.50039,0.106911,0.350116,0.6965,0.684971,0.6178,0.148868,0.481694,0.904883,0.903679,0.468176,0.069042,0.048616,0.052791,0.017646,0.005247,0.061006,0.405175,0.769959,1.01052,0.754366,0.069889,0.43,0.792364,0.998807,0.766028,0.073079,0.450371,0.829446,0.865748,0.575561,0.07542,0.462852,0.836652,0.884761,0.561511,0.13537,0.369794,0.751119,0.697272,0.63066,0.138198,0.489851,0.888803,0.912603,0.450335,0.116469,0.357307,0.737099,0.683552,0.637066,0.151746,0.455049,0.895377,0.941796,0.449819
0.033559,0.037698,0.051431,0.012524,0.008551,0.050419,0.243107,0.69952,0.746094,0.39104,0.056397,0.299716,0.721958,0.783665,0.399023,0.061973,0.368093,1.08181,1.10861,0.453848,0.068509,0.35863,1.00805,1.08046,0.450966,0.0932214,0.281493,0.75193,0.741728,0.549195,0.129612,0.410284,0.744463,0.762132,0.391724,0.115056,0.288214,0.788865,0.775014,0.589461,0.118081,0.445213,0.761994,0.750226,0.401639,0.033912,0.045421,0.063701,0.021906,0.004276,0.054119,0.291168,0.877094,0.981298,0.476037,0.059438,0.339251,0.888629,1.01591,0.49969,0.054957,0.341219,0.960328,0.905202,0.379311,0.070353,0.348965,0.945494,0.873654,0.353445,0.10354,0.28866,0.770805,0.75831,0.56419,0.130308,0.397083,0.807739,0.767474,0.437974,0.139763,0.329998,0.765496,0.730349,0.614164,0.147617,0.418478,0.776531,0.740529,0.386936
0.084937,0.060753,0.024856,0.011777,0.016167,0.092462,0.21481,0.58558,0.640789,0.764068,0.095068,0.256362,0.595875,0.647391,0.76484,0.098894,0.301987,0.907539,0.894835,0.86561,0.101465,0.292223,0.940326,0.88788,0.86044,0.253505,0.274389,0.488961,0.702972,0.768953,0.15002,0.343274,0.803428,0.583782,0.697276,0.142676,0.320276,0.48731,0.694731,0.738067,0.151741,0.301475,0.823974,0.633855,0.710959,0.074127,0.062767,0.038469,0.017492,0.006595,0.086752,0.233268,0.766292,0.827026,0.938001,0.099375,0.281786,0.756897,0.844099,0.95344,0.094768,0.290193,0.793196,0.735893,0.724892,0.10724,0.294227,0.83232,0.72416,0.707212,0.228098,0.26744,0.565369,0.781514,0.860689,0.216432,0.413957,0.867268,0.596934,0.692908,0.10005,0.312466,0.47931,0.687128,0.744884,0.135941,0.40313,0.816558,0.603619,0.783597
0.145605,0.052532,0.026942,0.009786,0.012534,0.083813,0.26968,0.332425,0.644256,0.588175,0.082186,0.26515,0.389084,0.687939,0.60429,0.093889,0.340989,0.574621,0.944325,0.676473,0.096306,0.341155,0.533236,0.925564,0.663621,0.129042,0.323457,0.52107,0.583195,0.503709,0.117181,0.319346,0.537066,0.92376,0.565398,0.144912,0.36819,0.532215,0.652439,0.508593,0.145198,0.339709,0.509563,0.92069,0.543807,0.138807,0.056926,0.034516,0.014398,0.005321,0.08903,0.304674,0.423341,0.860606,0.723094,0.08321,0.292209,0.491006,0.884698,0.740775,0.094203,0.326454,0.502602,0.757021,0.56299,0.088123,0.322768,0.451913,0.744714,0.547294,0.137825,0.356617,0.558801,0.596075,0.500405,0.142854,0.29423,0.543192,0.937151,0.539438,0.122289,0.348344,0.56666,0.625406,0.479811,0.165957,0.301909,0.525149,0.953947,0.578946
0.077687,0.037233,0.024457,0.016167,0.011516,0.064499,0.180341,0.308735,1.13983,0.547501,0.076314,0.2382,0.312631,1.15863,0.555459,0.075799,0.265871,0.455858,1.59008,0.627561,0.087539,0.287766,0.474944,1.61224,0.630328,0.146411,0.207753,0.436779,1.04315,0.353779,0.157194,0.342018,0.569047,1.10187,0.836935,0.139029,0.244089,0.403204,1.04658,0.385347,0.144171,0.340033,0.550979,1.09558,0.841621,0.089989,0.05386,0.03067,0.02418,0.006341,0.076011,0.205324,0.390742,1.4727,0.671363,0.078686,0.255201,0.38904,1.48536,0.668554,0.077522,0.260936,0.405739,1.28782,0.508378,0.072261,0.251878,0.429167,1.27667,0.52171,0.179787,0.219359,0.403572,1.13772,0.373516,0.14947,0.338293,0.520568,1.06323,0.886557,0.127852,0.225054,0.403028,1.07831,0.411502,0.177133,0.350917,0.556265,1.11556,0.804851
0.352716,0.098707,0.032442,0.007609,0.014957,0.234444,0.398122,0.512419,0.641471,0.701607,0.23977,0.476773,0.505834,0.663375,0.690302,0.280887,0.557724,0.775158,0.968951,0.762788,0.26447,0.53307,0.770885,0.873428,0.767366,0.287996,0.488775,0.609275,0.651353,0.640801,0.281862,0.532838,0.570417,0.658277,0.842191,0.302348,0.434739,0.61123,0.662149,0.692602,0.295982,0.515531,0.557896,0.645687,0.833693,0.320328,0.100425,0.041088,0.020623,0.005458,0.242848,0.434422,0.633014,0.875331,0.857832,0.251538,0.508547,0.630263,0.883735,0.832205,0.278375,0.531316,0.678261,0.778567,0.629886,0.26843,0.525053,0.674375,0.77156,0.652378,0.340791,0.360159,0.62329,0.825231,0.759311,0.257919,0.599787,0.544161,0.656958,0.821928,0.279016,0.473698,0.615298,0.676003,0.690945,0.275754,0.548028,0.569933,0.685238,0.805465
0.089161,0.010831,0.01579,0.00701,0.011288,0.044412,0.102449,0.302916,0.513247,0.505664,0.043119,0.094153,0.281744,0.530939,0.521296,0.047739,0.135016,0.458229,0.729004,0.584549,0.04296,0.10102,0.443879,0.715421,0.573942,0.151559,0.202131,0.443096,0.323537,0.802581,0.0991339,0.136811,0.298726,0.811071,0.648705,0.111109,0.198559,0.501217,0.347001,0.723448,0.111238,0.127122,0.299527,0.805808,0.658983,0.05241,0.014693,0.022325,0.012212,0.005175,0.037127,0.10443,0.37404,0.659703,0.61093,0.034342,0.101649,0.358813,0.667431,0.641956,0.042685,0.128837,0.395911,0.589615,0.486431,0.047414,0.09687,0.374466,0.590455,0.457165,0.11905,0.264313,0.559836,0.434542,0.615629,0.146348,0.138284,0.317786,0.813167,0.574115,0.0891973,0.175795,0.505584,0.37264,0.709351,0.115138,0.131168,0.286337,0.799671,0.578996
0.13568,0.174812,0.07976,0.011096,0.01376,0.263898,0.8808,1.21697,0.615353,0.619966,0.261904,0.920974,1.23079,0.633679,0.626318,0.294587,1.19077,1.88768,0.934824,0.699581,0.297714,1.13656,1.88758,0.986813,0.685651,0.318039,1.12643,1.38902,0.658141,0.944501,0.296626,0.95583,1.28309,0.734721,0.6598,0.320899,1.08473,1.35576,0.64378,0.934654,0.310844,0.996665,1.3268,0.667264,0.666148,0.128871,0.192377,0.105375,0.021251,0.005776,0.273628,0.989137,1.52997,0.806541,0.763532,0.26269,1.02027,1.53719,0.817172,0.780852,0.294752,1.14824,1.66648,0.78802,0.574,0.297375,1.0795,1.63446,0.78034,0.55757,0.328782,1.07264,1.37091,0.730316,1.01548,0.343129,0.963032,1.3039,0.709688,0.623355,0.398085,1.05368,1.36924,0.798608,1.07183,0.307962,0.951124,1.29831,0.711452,0.65147
0.186636,0.106257,0.045599,0.015508,0.010706,0.161709,0.605039,0.93144,1.26941,0.496503,0.126812,0.601078,0.818583,1.27862,0.501956,0.183295,0.811367,1.33424,1.84834,0.568114,0.153663,0.708663,1.33871,1.81706,0.554819,0.209387,0.784398,1.26222,1.15854,0.678171,0.124345,0.514567,0.781011,1.15028,0.37582,0.357829,0.871031,1.3111,1.21191,0.822003,0.171572,0.583211,0.790861,1.21747,0.355693,0.159809,0.114706,0.062287,0.035856,0.00417,0.166266,0.66898,1.14406,1.64172,0.608758,0.1342,0.659445,1.05343,1.65907,0.617058,0.1751,0.77873,1.17813,1.50711,0.465946,0.155619,0.713785,1.17836,1.49028,0.45149,0.211619,0.78493,1.24117,1.25635,0.666942,0.148361,0.583521,0.773289,1.18455,0.341705,0.228278,0.819206,1.34688,1.30742,0.809231,0.129143,0.535233,0.781476,1.20022,0.337555
0.203106,0.103862,0.061807,0.007747,0.005297,0.163332,0.818511,0.770053,0.594642,0.24225,0.15233,0.859798,0.778516,0.580247,0.253116,0.193702,1.16094,1.16892,0.813502,0.279733,0.172644,1.07358,1.11535,0.798595,0.272689,0.218045,1.06216,0.94529,0.773255,0.300469,0.165726,0.826245,0.777788,0.444789,0.350383,0.215575,1.06109,0.919699,0.74543,0.312949,0.183189,0.835833,0.779875,0.416097,0.345915,0.176747,0.116942,0.079727,0.014139,0.003405,0.168355,0.942922,0.942213,0.761246,0.291765,0.163493,0.976994,0.941444,0.771018,0.308467,0.19331,1.09817,1.0596,0.662339,0.250371,0.181905,1.01082,1.0149,0.649821,0.235143,0.195333,1.04261,0.92824,0.811669,0.3216,0.172945,0.833629,0.84262,0.408563,0.342762,0.212651,1.028,0.925309,0.840587,0.307383,0.168317,0.81917,0.838742,0.409971,0.34168
0.293149,0.070737,0.045104,0.015397,0.005043,0.225214,0.388625,0.798948,0.945452,0.230499,0.17944,0.348666,0.701119,0.90817,0.233781,0.240688,0.506257,1.14068,1.33752,0.254111,0.199616,0.438751,1.17393,1.37044,0.25619,0.300669,0.440825,1.06997,1.1653,0.36622,0.165668,0.248053,0.525695,0.685825,0.388495,0.305644,0.467401,1.05825,1.14543,0.407151,0.109806,0.264719,0.519669,0.679419,0.365185,0.278562,0.077476,0.061942,0.030542,0.002406,0.23209,0.41695,0.947282,1.19412,0.294053,0.170481,0.385343,0.871642,1.18394,0.294333,0.269802,0.48715,0.991493,1.10881,0.224735,0.202376,0.411984,0.965803,1.10413,0.226721,0.298763,0.641662,1.10509,1.12873,0.360656,0.132969,0.366891,0.516039,0.654026,0.426735,0.307415,0.618467,1.11837,1.12122,0.382206,0.146319,0.335192,0.53442,0.679863,0.416059
0.19528,0.087988,0.048006,0.011925,0.010848,0.155589,0.682025,0.713174,0.760653,0.503746,0.127337,0.643487,0.665868,0.745837,0.503152,0.178492,0.918649,1.06241,1.05833,0.56463,0.155152,0.822117,0.972365,1.07145,0.557134,0.211934,0.90134,0.946968,0.920253,0.598232,0.164447,0.522468,0.556744,0.598129,0.539664,0.253401,0.940197,1.03195,0.91789,0.59062,0.193664,0.545074,0.569268,0.596493,0.544912,0.177837,0.102912,0.060892,0.019683,0.005611,0.159166,0.75655,0.846324,0.952711,0.632785,0.125483,0.72566,0.819665,0.957265,0.630894,0.177837,0.869783,0.927653,0.859633,0.475671,0.149697,0.772049,0.88168,0.845397,0.47419,0.279985,0.978831,0.944008,0.888369,0.570112,0.160288,0.542855,0.524922,0.568039,0.534574,0.237831,0.879152,0.967927,0.920905,0.58971,0.132421,0.500775,0.551188,0.552692,0.533754
0.166197,0.07471,0.023799,0.007353,0.012344,0.161227,0.426988,0.532395,0.612342,0.550052,0.115538,0.319819,0.459634,0.5886,0.55808,0.179253,0.511909,0.760962,0.827822,0.637565,0.134398,0.403888,0.73217,0.83206,0.63021,0.248785,0.637041,0.886603,0.955873,0.742435,0.142944,0.250838,0.210749,0.34983,0.429283,0.252548,0.630422,0.876801,0.999833,0.714838,0.126012,0.226317,0.233283,0.381616,0.480176,0.141899,0.084449,0.034258,0.013763,0.004101,0.156624,0.456831,0.616355,0.761916,0.664801,0.1172,0.350899,0.582849,0.781727,0.693056,0.177884,0.494651,0.660786,0.673072,0.527524,0.150478,0.402437,0.615148,0.646708,0.4901,0.241867,0.597063,0.899718,0.999317,0.684587,0.130687,0.190589,0.269349,0.368416,0.463325,0.241314,0.628035,0.889081,0.981549,0.670966,0.136879,0.20521,0.2769,0.338133,0.452076
0.074376,0.04535,0.011458,0.008029,0.011273,0.067799,0.26207,0.231863,0.582121,0.506342,0.059112,0.172797,0.19765,0.54776,0.517479,0.071561,0.286443,0.32925,0.770273,0.580511,0.064608,0.243294,0.321006,0.796,0.567075,0.0997821,0.38364,0.42875,0.821704,0.564171,0.107982,0.154877,0.231904,0.608605,0.4594,0.159113,0.434378,0.392708,0.807329,0.593838,0.0986245,0.188882,0.263251,0.631228,0.496623,0.084723,0.048851,0.015888,0.014282,0.005146,0.067594,0.281562,0.274849,0.727614,0.618419,0.062039,0.192664,0.258184,0.713713,0.640291,0.077635,0.285273,0.29559,0.642441,0.482583,0.070093,0.249728,0.280997,0.651933,0.463043,0.127816,0.38808,0.404017,0.782326,0.598488,0.114058,0.126762,0.240378,0.572603,0.472141,0.130312,0.431683,0.423527,0.813785,0.627031,0.103324,0.152717,0.25595,0.583455,0.463363
0.130064,0.070866,0.061082,0.012836,0.015173,0.160713,0.435967,1.01288,0.823135,0.682854,0.117163,0.360829,0.975139,0.795879,0.706151,0.175524,0.563082,1.57171,1.17707,0.813983,0.125293,0.456372,1.50423,1.19814,0.776735,0.257879,0.691878,1.43204,1.1499,0.640424,0.147893,0.261768,0.698257,0.590875,0.627199,0.231488,0.746196,1.50936,1.1789,0.750405,0.112665,0.210655,0.7354,0.617736,0.663254,0.112329,0.078378,0.081465,0.024518,0.006908,0.157064,0.471864,1.27151,1.05421,0.875674,0.125628,0.405715,1.24521,1.06506,0.878712,0.176149,0.528969,1.37962,0.977925,0.654968,0.136472,0.434722,1.30334,0.955244,0.652018,0.354999,0.76145,1.50418,1.20736,0.917832,0.161642,0.295991,0.751337,0.601899,0.616081,0.257798,0.685223,1.45543,1.10932,0.736191,0.126449,0.260713,0.752594,0.612837,0.630979
0.085364,0.055104,0.021135,0.012444,0.016427,0.119078,0.353097,0.363642,0.73329,0.718126,0.084011,0.278064,0.346867,0.758581,0.735994,0.137531,0.444312,0.548886,1.06206,0.828869,0.094706,0.349049,0.529938,1.01353,0.811028,0.191798,0.597441,0.613488,1.00037,1.06478,0.117373,0.315901,0.417222,0.569643,0.550366,0.20281,0.569523,0.574904,0.913188,1.01584,0.137058,0.259486,0.489731,0.616729,0.551596,0.100549,0.0646,0.029081,0.018992,0.00649,0.125797,0.366888,0.44065,0.960639,0.886474,0.090627,0.316413,0.440762,0.997066,0.928563,0.147538,0.43148,0.466676,0.861517,0.689781,0.09649,0.338149,0.452044,0.821267,0.645724,0.228185,0.601829,0.640345,0.871102,1.02402,0.143114,0.294543,0.51182,0.52485,0.589864,0.184737,0.566245,0.590323,0.921611,1.00795,0.139415,0.269988,0.495219,0.637609,0.582394
0.088959,0.036419,0.032784,0.009416,0.014913,0.072677,0.238194,0.493261,0.68449,0.698295,0.045155,0.164445,0.445514,0.656775,0.704014,0.084603,0.288409,0.703971,0.923193,0.803133,0.05325,0.233746,0.691014,0.948589,0.788275,0.129871,0.427483,0.770811,1.0146,0.773027,0.118391,0.307507,0.431723,0.536151,0.566711,0.132452,0.41749,0.700094,0.937911,0.71101,0.119329,0.194558,0.430822,0.483014,0.545985,0.078084,0.038884,0.042002,0.016938,0.007196,0.06883,0.259188,0.592346,0.867092,0.868953,0.048129,0.190018,0.55691,0.873634,0.871944,0.087428,0.274038,0.624345,0.767068,0.649843,0.057756,0.225876,0.597576,0.752703,0.646976,0.130438,0.377265,0.696044,1.00872,0.794465,0.0658185,0.237565,0.397066,0.489475,0.59784,0.114192,0.484426,0.695293,0.950119,0.715903,0.115081,0.247244,0.399227,0.485091,0.624535
