f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190
0.053168,0.024377,0.023189,0.014217,0.008753,0.045789,0.174706,0.628426,0.807958,0.332652,0.049686,0.227311,0.645039,0.822662,0.341495,0.060236,0.26621,0.896688,1.05478,0.351077,0.056289,0.261657,0.912043,1.06592,0.291839,0.109585,0.233185,0.59389,0.903546,0.625374,0.107936,0.321224,0.7338,0.806649,0.362352,0.0794243,0.222784,0.623704,0.932638,0.650379,0.114688,0.302684,0.755753,0.802083,0.33034,0.041686,0.030517,0.036646,0.014998,0.002911,0.051804,0.205605,0.788227,1.04616,0.38851,0.053299,0.242635,0.785286,1.05449,0.430346,0.056911,0.24422,0.766015,0.848336,0.299343,0.051382,0.246214,0.774791,0.840727,0.225681,0.0819633,0.218837,0.596966,0.883335,0.630956,0.0855004,0.304426,0.759633,0.769775,0.357332,0.0871775,0.232036,0.614888,0.904096,0.661499,0.0848852,0.316402,0.73086,0.802349,0.38279
0.051049,0.032408,0.025225,0.016568,0.011921,0.053034,0.210673,0.576961,1.00313,0.539141,0.068469,0.257906,0.631589,1.0158,0.470751,0.063692,0.270722,0.840079,1.29284,0.488057,0.070604,0.30936,0.804548,1.26365,0.471285,0.0759968,0.194142,0.585434,0.995251,0.923289,0.118689,0.393073,0.813578,0.876979,0.470742,0.0728526,0.178519,0.555755,1.02898,0.958601,0.0946982,0.365574,0.822078,0.889512,0.477795,0.041929,0.037764,0.035294,0.019666,0.004314,0.055095,0.241863,0.737228,1.29397,0.63426,0.069235,0.268176,0.759477,1.29826,0.581332,0.069094,0.275154,0.712308,1.03372,0.401975,0.072316,0.299057,0.718088,1.0307,0.391908,0.0938247,0.191513,0.555866,1.01982,0.95337,0.118448,0.372666,0.799234,0.897632,0.493913,0.104256,0.163973,0.550047,1.0363,0.980295,0.120715,0.359067,0.818139,0.870889,0.458169
0.049497,0.042196,0.017641,0.012481,0.004513,0.067277,0.470651,0.568049,0.739405,0.196964,0.079015,0.490978,0.550898,0.742046,0.196859,0.089295,0.611085,0.740237,0.918049,0.203395,0.08836,0.642052,0.797427,0.906155,0.186376,0.128909,0.559709,0.551252,0.653033,0.414919,0.0996626,0.593272,0.804681,0.614673,0.35076,0.151748,0.510182,0.5807,0.665092,0.421002,0.125119,0.584505,0.813668,0.583027,0.360587,0.047421,0.064595,0.035038,0.011573,0.001965,0.06856,0.513501,0.676089,0.946766,0.236746,0.078618,0.53493,0.661337,0.942768,0.245378,0.083608,0.586959,0.666394,0.731075,0.169495,0.08487,0.584335,0.693267,0.733714,0.156815,0.144127,0.589114,0.539834,0.637377,0.394344,0.107293,0.600141,0.799085,0.61478,0.371144,0.161977,0.522956,0.572949,0.650115,0.416379,0.123916,0.581881,0.800515,0.607896,0.349584
0.031233,0.039518,0.024535,0.008957,0.007448,0.060282,0.422388,0.540146,0.537675,0.275734,0.068038,0.435677,0.556517,0.549039,0.322366,0.069621,0.546206,0.773614,0.69127,0.295468,0.07643,0.484977,0.763838,0.690157,0.276858,0.13863,0.459115,0.567255,0.541143,0.330382,0.11426,0.426372,0.596259,0.560046,0.433945,0.112988,0.441656,0.569368,0.512611,0.359068,0.118478,0.451928,0.576578,0.558334,0.410662,0.032698,0.059205,0.035431,0.00967,0.001672,0.062101,0.448231,0.663126,0.69418,0.343775,0.070113,0.476117,0.672886,0.704011,0.393966,0.064106,0.507827,0.671673,0.557499,0.246985,0.077574,0.492281,0.66871,0.548552,0.221176,0.110921,0.46073,0.564245,0.57069,0.302123,0.116641,0.439561,0.587584,0.569423,0.437787,0.104745,0.449868,0.573964,0.557291,0.330849,0.114861,0.467865,0.575414,0.538205,0.438874
0.077955,0.041785,0.022155,0.013426,0.009556,0.08593,0.207153,0.611343,0.71962,0.384887,0.096632,0.216848,0.619605,0.724579,0.392564,0.10035,0.267748,0.845266,0.878337,0.387871,0.103593,0.256974,0.864732,0.875023,0.373473,0.103576,0.258724,0.449552,0.621964,0.447777,0.135663,0.284854,0.794727,0.704521,0.275936,0.0953542,0.243949,0.471734,0.592468,0.433902,0.138079,0.299172,0.777446,0.682928,0.336124,0.062657,0.047619,0.03661,0.009532,0.002587,0.088138,0.226918,0.759113,0.923397,0.479628,0.0988,0.238059,0.746435,0.927204,0.493994,0.100224,0.242606,0.748731,0.709902,0.321065,0.104548,0.2554,0.779762,0.706838,0.299333,0.117874,0.2775,0.471841,0.599335,0.474917,0.147168,0.302258,0.816825,0.678217,0.31073,0.112026,0.243932,0.515074,0.649286,0.443769,0.135593,0.306155,0.789237,0.672497,0.306768
0.116818,0.043799,0.009106,0.010746,0.005381,0.080664,0.267451,0.295235,0.620615,0.2267,0.076975,0.275421,0.326316,0.63708,0.221249,0.092655,0.334074,0.46186,0.795869,0.218911,0.088707,0.340937,0.414809,0.800584,0.204192,0.133797,0.301391,0.557977,0.595631,0.270395,0.0892465,0.316733,0.455201,0.596779,0.28694,0.116269,0.285303,0.556594,0.576855,0.241051,0.103561,0.330617,0.473857,0.603071,0.304647,0.091899,0.051938,0.018586,0.010517,0.001832,0.079269,0.288295,0.371838,0.802835,0.279656,0.076435,0.291466,0.406614,0.805344,0.275142,0.088853,0.324566,0.399391,0.637953,0.176355,0.086318,0.32724,0.358517,0.636804,0.175418,0.112591,0.300922,0.486809,0.551113,0.272177,0.0882017,0.322062,0.488026,0.570018,0.267907,0.111702,0.291612,0.466481,0.582891,0.260227,0.0967041,0.341202,0.49467,0.587253,0.273086
0.047239,0.032804,0.012812,0.009935,0.011077,0.050118,0.184151,0.417442,0.810293,0.415509,0.057919,0.200564,0.435576,0.811407,0.47055,0.060949,0.230148,0.590038,1.04716,0.445222,0.074196,0.247868,0.648578,1.04144,0.443553,0.0735007,0.220961,0.48856,0.660392,0.58718,0.0963489,0.290128,0.658317,0.823044,0.725055,0.0962061,0.219185,0.460409,0.685605,0.542909,0.0851878,0.26872,0.674508,0.842906,0.7238,0.06337,0.045901,0.019791,0.016277,0.003024,0.053318,0.192621,0.537789,1.0474,0.502418,0.059753,0.205916,0.536533,1.04497,0.562326,0.063191,0.221974,0.499686,0.848709,0.364348,0.067053,0.224362,0.522826,0.852099,0.325539,0.0988687,0.203845,0.490628,0.717023,0.560964,0.0834544,0.273113,0.684004,0.861872,0.727541,0.105371,0.225059,0.474691,0.689134,0.53869,0.103818,0.278381,0.638603,0.860823,0.729456
0.330147,0.06898,0.017459,0.009588,0.017183,0.21781,0.353238,0.551325,0.478723,0.696755,0.224351,0.402107,0.518352,0.485882,0.695149,0.251359,0.475364,0.740415,0.566096,0.651163,0.237731,0.444832,0.719007,0.525565,0.63664,0.251116,0.434634,0.540986,0.406477,0.602054,0.256246,0.458014,0.502245,0.669659,0.646077,0.260227,0.416926,0.552041,0.417611,0.639837,0.255905,0.441824,0.51067,0.660377,0.628113,0.248069,0.078428,0.0309,0.008012,0.004233,0.214529,0.383262,0.665896,0.619864,0.852954,0.222247,0.431809,0.644026,0.610958,0.847871,0.253219,0.460734,0.644365,0.452201,0.533813,0.24975,0.450076,0.65257,0.461035,0.539163,0.248751,0.394521,0.546682,0.461633,0.643564,0.261045,0.463281,0.531927,0.641975,0.625471,0.279633,0.396329,0.545218,0.432514,0.637684,0.261927,0.442348,0.519234,0.638418,0.629868
0.053108,0.009639,0.010713,0.008268,0.007228,0.033153,0.11627,0.296319,0.482929,0.280792,0.030758,0.107328,0.295868,0.489002,0.308397,0.037961,0.153288,0.413218,0.601361,0.303306,0.03308,0.124554,0.41304,0.590956,0.300252,0.11692,0.21932,0.382935,0.554651,0.46468,0.0930156,0.0923297,0.434017,0.609996,0.55606,0.100137,0.24146,0.402483,0.521016,0.46121,0.0882702,0.100191,0.438934,0.582391,0.552332,0.034326,0.014134,0.018073,0.007563,0.002807,0.036267,0.131737,0.366907,0.630824,0.351995,0.031915,0.115758,0.364386,0.628052,0.386424,0.033925,0.141108,0.373403,0.482946,0.263557,0.032097,0.114929,0.363842,0.484605,0.237322,0.0998749,0.172494,0.349796,0.554462,0.524916,0.0970293,0.0912989,0.42296,0.564747,0.501574,0.0606668,0.19015,0.350183,0.544493,0.520516,0.0607767,0.107732,0.383593,0.577417,0.516584
0.142347,0.131886,0.046353,0.010144,0.009109,0.286768,0.781792,0.969782,0.509053,0.369536,0.275309,0.822687,0.958605,0.496703,0.377713,0.326098,1.01191,1.32711,0.597434,0.352812,0.323893,0.957845,1.36766,0.624942,0.333119,0.347659,0.942037,0.996196,0.714794,0.519699,0.335912,0.800297,1.01294,0.48584,0.465316,0.329728,0.9055,1.02515,0.708309,0.475733,0.317952,0.789042,1.0414,0.47991,0.513876,0.144249,0.159808,0.070387,0.007819,0.003128,0.288322,0.844571,1.17686,0.642508,0.452462,0.268798,0.875375,1.14708,0.633148,0.464095,0.32415,0.984226,1.1939,0.483711,0.289837,0.322401,0.920757,1.21472,0.492311,0.284788,0.353627,1.01939,0.973359,0.649396,0.540879,0.338924,0.84231,1.05161,0.46955,0.522809,0.352764,1.02607,0.967307,0.69888,0.555124,0.3262,0.844718,1.02878,0.462932,0.484964
0.176934,0.08614,0.030096,0.009344,0.007296,0.168596,0.596839,0.990277,0.582477,0.285271,0.142018,0.568934,0.916338,0.577711,0.277155,0.18413,0.733687,1.31105,0.733116,0.270945,0.164973,0.671203,1.32106,0.723758,0.261062,0.211482,0.739523,1.11436,0.612929,0.371811,0.168381,0.543297,0.877055,0.486751,0.337156,0.216476,0.739869,1.12443,0.607035,0.339505,0.171279,0.539913,0.891516,0.506387,0.303607,0.128914,0.110096,0.054848,0.014043,0.003213,0.171398,0.629273,1.1939,0.734728,0.339211,0.142207,0.612678,1.15222,0.736076,0.339353,0.184533,0.702901,1.15269,0.601795,0.239361,0.16754,0.658051,1.15861,0.596731,0.226836,0.228937,0.727007,1.07,0.615203,0.436899,0.147618,0.521138,0.891534,0.508167,0.313097,0.232693,0.729524,1.03507,0.596205,0.429335,0.1697,0.528349,0.871765,0.496432,0.305907
0.212668,0.09641,0.021242,0.005979,0.004819,0.17107,0.957168,0.408756,0.415483,0.163154,0.161527,0.94667,0.412257,0.404383,0.182269,0.201485,1.19891,0.552104,0.527817,0.181218,0.1833,1.13235,0.531448,0.534996,0.172457,0.211782,1.11545,0.411926,0.552602,0.237206,0.179552,0.898979,0.560676,0.315134,0.299422,0.213943,1.0993,0.419064,0.533968,0.225596,0.16018,0.888563,0.544299,0.295727,0.27799,0.148634,0.140797,0.033523,0.008949,0.001994,0.171365,1.00762,0.479134,0.543098,0.207383,0.169641,1.02792,0.474647,0.570014,0.2412,0.203506,1.16403,0.478945,0.448647,0.162632,0.186596,1.0729,0.493251,0.422827,0.137061,0.202649,1.14769,0.427278,0.565546,0.291855,0.169283,0.877379,0.523316,0.313215,0.304805,0.211598,1.16083,0.424344,0.56085,0.254694,0.167949,0.868103,0.512455,0.305035,0.271248
0.22306,0.05823,0.026874,0.005683,0.007298,0.192673,0.45721,0.834851,0.394227,0.282377,0.150631,0.397268,0.75591,0.394276,0.27352,0.209991,0.532498,1.0946,0.523114,0.276442,0.161145,0.515571,1.12611,0.521633,0.256405,0.258725,0.577127,1.02165,0.522648,0.364329,0.124779,0.348807,0.610122,0.292657,0.153278,0.248716,0.544442,1.0237,0.535431,0.427867,0.137623,0.344495,0.623845,0.313936,0.165468,0.183091,0.073664,0.048294,0.009004,0.002886,0.197875,0.473948,0.991389,0.502232,0.344284,0.153752,0.438554,0.952604,0.503899,0.341525,0.221131,0.520312,0.966975,0.419989,0.230646,0.173433,0.472576,0.96575,0.41959,0.211786,0.264064,0.559689,1.04222,0.550932,0.382981,0.124077,0.349284,0.640822,0.306542,0.180796,0.292853,0.590148,1.0497,0.535702,0.397058,0.155902,0.355876,0.595824,0.277255,0.173067
0.159096,0.076085,0.021241,0.009881,0.007639,0.159792,0.746192,0.593311,0.556687,0.289999,0.13037,0.685685,0.560093,0.555241,0.284533,0.174354,0.898451,0.80848,0.681553,0.275826,0.153784,0.810734,0.780561,0.687568,0.288932,0.220037,0.961475,0.796579,0.554514,0.472965,0.142783,0.573569,0.393579,0.571317,0.411589,0.211238,0.953688,0.770317,0.586041,0.464526,0.117433,0.544515,0.387248,0.547694,0.427163,0.101614,0.109061,0.033596,0.009317,0.002405,0.160866,0.754575,0.696757,0.707671,0.357022,0.13596,0.734393,0.688441,0.703871,0.351565,0.176445,0.871858,0.701779,0.552788,0.221789,0.151381,0.773146,0.679189,0.554404,0.236418,0.212069,0.919684,0.83746,0.55386,0.403109,0.12398,0.541452,0.382271,0.590881,0.447028,0.218405,0.946079,0.833837,0.565384,0.450554,0.133368,0.571863,0.342032,0.558038,0.436168
0.177331,0.048512,0.015377,0.008841,0.009496,0.168303,0.368252,0.514628,0.472178,0.346078,0.118972,0.271064,0.454521,0.47836,0.359877,0.179573,0.410225,0.653044,0.588477,0.361789,0.137795,0.335348,0.633449,0.580698,0.342751,0.225642,0.510188,0.797028,0.644737,0.514796,0.090599,0.208596,0.239857,0.405122,0.380118,0.241427,0.521028,0.82314,0.685539,0.507536,0.105467,0.208266,0.227528,0.40791,0.391734,0.126487,0.066076,0.02921,0.008423,0.003145,0.161767,0.367462,0.552089,0.562903,0.437217,0.119644,0.303559,0.544409,0.593765,0.445455,0.183053,0.386857,0.573303,0.466517,0.28939,0.14967,0.334147,0.530695,0.434203,0.277279,0.235616,0.543031,0.795898,0.659177,0.482533,0.115175,0.211532,0.219058,0.393496,0.348012,0.220648,0.510358,0.779079,0.671543,0.500397,0.0849005,0.201235,0.220021,0.364351,0.303411
0.060813,0.035097,0.008092,0.009183,0.00811,0.072041,0.224236,0.351202,0.484427,0.328456,0.056305,0.142595,0.301614,0.483799,0.320184,0.072541,0.23951,0.4326,0.597433,0.30784,0.063584,0.20391,0.460607,0.588767,0.331489,0.114484,0.367851,0.52206,0.60346,0.338185,0.0615123,0.168342,0.405683,0.317503,0.471823,0.0993707,0.334345,0.503546,0.591969,0.339811,0.0643334,0.151313,0.389351,0.32082,0.479814,0.058342,0.043897,0.015932,0.008445,0.003359,0.072024,0.216669,0.39438,0.604395,0.399097,0.055793,0.158114,0.37922,0.623471,0.382337,0.077566,0.224446,0.371644,0.484462,0.240514,0.065138,0.192712,0.376447,0.4647,0.271931,0.1031,0.340697,0.53194,0.595086,0.358954,0.0518851,0.172836,0.389139,0.308004,0.440012,0.111648,0.350137,0.503989,0.622344,0.326085,0.0508183,0.143099,0.387942,0.301653,0.445293
0.12826,0.057993,0.037514,0.011885,0.009078,0.153921,0.505939,0.88603,0.635368,0.339267,0.11835,0.434254,0.861332,0.639158,0.363368,0.176084,0.636578,1.23012,0.769179,0.343305,0.133067,0.551985,1.2034,0.766,0.330544,0.215045,0.753761,1.24521,0.66779,0.431403,0.10463,0.298279,0.604051,0.51856,0.517755,0.222565,0.736812,1.23029,0.69974,0.450198,0.0942663,0.311273,0.582121,0.520102,0.525269,0.098912,0.076148,0.059381,0.00924,0.003334,0.152246,0.548401,1.06241,0.803144,0.415741,0.123697,0.490235,1.04815,0.818827,0.440222,0.177106,0.593902,1.09583,0.622666,0.286397,0.135183,0.523111,1.0596,0.606024,0.274031,0.212186,0.752095,1.2298,0.676379,0.433196,0.0983934,0.298984,0.586623,0.506511,0.48338,0.232621,0.736678,1.21483,0.699539,0.424026,0.0986004,0.308834,0.57695,0.491824,0.495836
0.100188,0.038214,0.014876,0.011672,0.010882,0.12345,0.317776,0.437131,0.681076,0.450107,0.08145,0.265376,0.447913,0.67412,0.460353,0.1395,0.391587,0.624069,0.839701,0.443949,0.093488,0.319901,0.582037,0.841233,0.439624,0.208205,0.486186,0.657902,0.800466,0.568046,0.0516403,0.254474,0.48347,0.444336,0.624214,0.21045,0.465878,0.639728,0.835097,0.554834,0.0757197,0.237012,0.479995,0.495164,0.659898,0.079964,0.056308,0.024797,0.010298,0.003872,0.121332,0.317325,0.532206,0.865794,0.55777,0.086265,0.296209,0.546898,0.878309,0.566046,0.139408,0.36582,0.544073,0.684052,0.363425,0.09214,0.298607,0.519191,0.667187,0.368096,0.205742,0.485533,0.676948,0.839079,0.495594,0.0859718,0.233326,0.492016,0.499134,0.639927,0.203904,0.487106,0.657342,0.832578,0.509704,0.0843752,0.264209,0.462073,0.508153,0.622089
0.065707,0.031904,0.014051,0.011426,0.010324,0.07136,0.280089,0.470437,0.630288,0.41513,0.047926,0.236166,0.425485,0.616272,0.420694,0.078978,0.349002,0.609732,0.745961,0.396894,0.054918,0.30121,0.627042,0.757809,0.405755,0.132337,0.446085,0.653497,0.746365,0.345821,0.0832652,0.208986,0.385948,0.401453,0.462444,0.136388,0.433982,0.657911,0.706967,0.354672,0.0656693,0.210532,0.385614,0.402323,0.473583,0.055817,0.043009,0.025201,0.010008,0.003208,0.069012,0.291575,0.555978,0.801375,0.522782,0.051336,0.262263,0.53234,0.804954,0.514612,0.076272,0.332442,0.534239,0.612391,0.320238,0.053686,0.279176,0.536778,0.605849,0.337325,0.126931,0.420963,0.620748,0.751188,0.325205,0.0818409,0.247861,0.359157,0.432687,0.495818,0.132301,0.438957,0.624386,0.76975,0.353175,0.0696559,0.206854,0.346629,0.391547,0.536129
